Track	Title	Authors	Acceptance_Status
Machine Learning for NLP	Conditional Poisson Stochastic Beams	Clara Meister, Afra Amini, Tim Vieira and Ryan Cotterell	Accept-Oral
Machine Learning for NLP	Sentence Bottleneck Autoencoders from Transformer Language Models	Ivan Montero, Nikolaos Pappas and Noah A. Smith	Accept-Oral
Machine Learning for NLP	Contrastive Out-of-Distribution Detection for Pretrained Transformers	Wenxuan Zhou, Fangyu Liu and Muhao Chen	Accept-Oral
Machine Learning for NLP	Competency Problems: On Finding and Removing Artifacts in Language Data	Matt Gardner, William Merrill, Jesse Dodge, Matthew Peters, Alexis Ross, Sameer Singh and Noah A. Smith	Accept-Oral
Machine Learning for NLP	Towards Zero-Shot Knowledge Distillation for Natural Language Processing	Ahmad Rashid, Vasileios Lioutas, Abbas Ghaddar and Mehdi Rezagholizadeh	Accept-Oral
Machine Learning for NLP	Knowledge Graph Representation Learning using Ordinary Differential Equations	Mojtaba Nayyeri, Chengjin Xu, Franca Hoffmann, Mirza Mohtashim Alam, Jens Lehmann and Sahar Vahdati	Accept-Oral
Machine Learning for NLP	Pushing on Text Readability Assessment: A Transformer Meets Handcrafted Linguistic Features	Bruce W. Lee, Yoo Sung Jang and Jason Lee	Accept-Poster
Machine Learning for NLP	TimeTraveler: Reinforcement Learning for Temporal Knowledge Graph Forecasting	Haohai Sun, Jialun Zhong, Yunpu Ma, Zhen Han and Kun He	Accept-Poster
Machine Learning for NLP	A Simple and Effective Positional Encoding for Transformers	Pu-Chin Chen, Henry Tsai, Srinadh Bhojanapalli, Hyung Won Chung, Yin-Wen Chang and Chun-Sung Ferng	Accept-Poster
Machine Learning for NLP	Explore Better Relative Position Embeddings from Encoding Perspective for Transformer Models	Anlin Qu, Jianwei Niu and Shasha Mo	Accept-Poster
Machine Learning for NLP	Adversarial Mixing Policy for Relaxing Locally Linear Constraints in Mixup	Liu Guang, Yuzhao Mao, Huang Hailong, Gao Weiguo and Li Xuan	Accept-Poster
Machine Learning for NLP	GradTS: A Gradient-Based Automatic Auxiliary Task Selection Method Based on Transformer Networks	Weicheng Ma, Renze Lou, Kai Zhang, Lili Wang and Soroush Vosoughi	Accept-Poster
Machine Learning for NLP	Is this the end of the gold standard? A straightforward reference-less grammatical error correction metric	Md Asadul Islam and Enrico Magnani	Accept-Poster
Machine Learning for NLP	Augmenting BERT-style Models with Predictive Coding to Improve Discourse-level Representations	Vladimir Araujo, Andrés Felipe Villa, Marcelo Mendoza, Marie-Francine Moens and Alvaro M. Soto	Accept-Poster
Machine Learning for NLP	Types of Out-of-Distribution Texts and How to Detect Them	Udit Arora, William Huang and He He	Accept-Poster
Machine Learning for NLP	Backdoor Attacks on Pre-trained Models by Layerwise Weight Poisoning	Linyang Li, Demin Song, Xiaonan Li, Jiehang Zeng, Ruotian Ma and Xipeng Qiu	Accept-Poster
Machine Learning for NLP	GAML-BERT: Improving BERT Early Exiting by Gradient Aligned Mutual Learning	Wei Zhu, Xiaoling Wang, Yuan Ni and Guotong Xie	Accept-Poster
Machine Learning for NLP	{N}egat{ER}: {U}nsupervised {D}iscovery of {N}egatives in {C}ommonsense {K}nowledge {B}ases	Tara Safavi, Jing Zhu and Danai Koutra	Accept-Poster
Machine Learning for NLP	The Power of Scale for Parameter-Efficient Prompt Tuning	Brian Lester, Rami Al-Rfou and Noah Constant	Accept-Poster
Machine Learning for NLP	Code-switched inspired losses for spoken dialog representations	Pierre Colombo, Emile Chapuis, Matthieu Labeau and Chloé Clavel	Accept-Poster
Machine Learning for NLP	Scalable Font Reconstruction with Dual Latent Manifolds	Nikita Srivatsan, Si Wu, Jonathan Barron and Taylor Berg-Kirkpatrick	Accept-Poster
Machine Learning for NLP	Instance-adaptive training with noise-robust losses against noisy labels	Lifeng Jin, Linfeng Song, Kun Xu and Dong Yu	Accept-Poster
Machine Learning for NLP	{BiQUE}: {B}iquaternionic Embeddings of Knowledge Graphs	Jia Guo and Stanley Kok	Accept-Poster
Machine Learning for NLP	Learning Neural Ordinary Equations for Forecasting Future Links on Temporal Knowledge Graphs	Zhen Han, Zifeng Ding, Yunpu Ma, Yujia Gu and Volker Tresp	Accept-Poster
Machine Learning for NLP	Self-training with Few-shot Rationalization	Meghana Moorthy Bhat, Alessandro Sordoni and Subhabrata Mukherjee	Accept-Poster
Machine Learning for NLP	Distributionally Robust Multilingual Machine Translation	Chunting Zhou, Daniel Levy, Xian Li, Marjan Ghazvininejad and Graham Neubig	Accept-Poster
Machine Learning for NLP	Neuro-Symbolic Approaches for Text-Based Policy Learning	Subhajit Chaudhury, Prithviraj Sen, Masaki Ono, Daiki Kimura, Michiaki Tatsubori and Asim Munawar	Accept-Poster
Machine Learning for NLP	{RAP}: {R}obustness-{A}ware {P}erturbations for Defending against Backdoor Attacks on {NLP} Models	Wenkai Yang, Yankai Lin, Peng Li, Jie Zhou and Xu Sun	Accept-Poster
Machine Learning for NLP	MTAdam: Automatic Balancing of Multiple Training Loss Terms	Itzik Malkiel and Lior Wolf	Accept-Poster
Machine Learning for NLP	Layer-wise Model Pruning based on Mutual Information	Chun Fan, Jiwei Li, Tianwei Zhang, Xiang Ao, Fei Wu, Yuxian Meng and Xiaofei Sun	Accept-Poster
Machine Learning for NLP	Hierarchical Heterogeneous Graph Representation Learning for Short Text Classification	Yaqing Wang, Song Wang, Quanming Yao and Dejing Dou	Accept-Poster
Machine Learning for NLP	$k$Folden: $k$-Fold Ensemble for Out-Of-Distribution Detection	Xiaoya Li, Jiwei Li, Xiaofei Sun, Chun Fan, Tianwei Zhang, Fei Wu, Yuxian Meng and Jun Zhang	Accept-Poster
Machine Learning for NLP	Frustratingly Simple Pretraining Alternatives to Masked Language Modeling	Atsuki Yamaguchi, George Chrysostomou, Katerina Margatina and Nikolaos Aletras	Accept-Poster
Machine Learning for NLP	Model Selection for Cross-lingual Transfer	Yang Chen and Alan Ritter	Accept-Poster
Machine Learning for NLP	{FAME}: {F}eature-Based Adversarial Meta-Embeddings for Robust Input Representations	Lukas Lange, Heike Adel, Jannik Strötgen and Dietrich Klakow	Accept-Poster
Machine Learning for NLP	{HRKD}: Hierarchical Relational Knowledge Distillation for Cross-domain Language Model Compression	Chenhe Dong, Yaliang Li, Ying Shen and Minghui Qiu	Accept-Poster
Machine Learning for NLP	Continual Few-Shot Learning for Text Classification	Ramakanth Pasunuru, Veselin Stoyanov and Mohit Bansal	Accept-Poster
Machine Learning for NLP	Efficient Nearest Neighbor Language Models	Junxian He, Graham Neubig and Taylor Berg-Kirkpatrick	Accept-Poster
Machine Learning for NLP	A Strong Baseline for Query Efficient Attacks in a Black Box Setting	Rishabh Maheshwary, Saket Maheshwary and Vikram Pudi	Accept-Poster
Machine Learning for NLP	STraTA: Self-Training with Task Augmentation for Better Few-shot Learning	Tu Vu, Minh-Thang Luong, Quoc Le, Grady Simon and Mohit Iyyer	Accept-Poster
Machine Learning for NLP	TADPOLE: {T}ask {AD}apted {P}re-Training via An{O}maLy D{E}tection	Vivek Madan, Ashish Khetan and Zohar Karnin	Accept-Poster
Machine Learning for NLP	Gradient-based Adversarial Attacks against Text Transformers	Chuan Guo, Alexandre Sablayrolles, Hervé Jégou and Douwe Kiela	Accept-Poster
Machine Learning for NLP	Do Transformer Modifications Transfer Across Implementations and Applications?	Sharan Narang, Hyung Won Chung, Yi Tay, Liam Fedus, Thibault Fevry, Michael Matena, Karishma Malkan, Noah Fiedel, Noam Shazeer, Zhenzhong Lan, Yanqi Zhou, Wei Li, Nan Ding, Jake Marcus, Adam Roberts and Colin Raffel	Accept-Poster
Machine Learning for NLP	Paired Examples as Indirect Supervision in Latent Decision Models	Nitish Gupta, Sameer Singh, Matt Gardner and Dan Roth	Accept-Poster
Machine Learning for NLP	Pairwise Supervised Contrastive Learning of Sentence Representations	Dejiao Zhang, Shang-Wen Li, Wei Xiao, Henghui Zhu, Ramesh Nallapati, Andrew O. Arnold and Bing Xiang	Accept-Poster
Machine Learning for NLP	Muppet: Massive Multi-task Representations with Pre-Finetuning	Armen Aghajanyan, Anchit Gupta, Akshat Shrivastava, Xilun Chen, Luke Zettlemoyer and Sonal Gupta	Accept-Poster
Machine Learning for NLP	Softmax Tree: An Accurate, Fast Classifier When the Number of Classes Is Large	Arman Zharmagambetov, Magzhan Gabidolla and Miguel Carreira-Perpinan	Accept-Poster
Machine Learning for NLP	Diverse Distributions of Self-Supervised Tasks for Meta-Learning in NLP	Trapit Bansal, Karthick Prasad Gunasekaran, Tong Wang, Tsendsuren Munkhdalai and Andrew McCallum	Accept-Poster
Machine Learning for NLP	Searching for an Effective Defender: Benchmarking Defense against Adversarial Word Substitution	Zongyi Li, Jianhan Xu, Jiehang Zeng, Linyang Li, Xiaoqing Zheng, Qi Zhang, Kai-Wei Chang and Cho-Jui Hsieh	Accept-Poster
Machine Learning for NLP	Re-embedding Difficult Samples via Mutual Information Constrained Semantically Oversampling for Imbalanced Text Classification	Jiachen Tian, Shizhan Chen, Xiaowang Zhang, Zhiyong Feng, Deyi Xiong, Shaojuan Wu and Chunliu Dou	Accept-Poster
Machine Learning for NLP	Beyond Text: Incorporating Metadata and Label Structure for Multi-Label Document Classification using Heterogeneous Graphs	Chenchen Ye, Linhai Zhang, Yulan He, Deyu Zhou and Jie Wu	Accept-Poster
Machine Learning for NLP	Machine Translation Decoding beyond Beam Search	Rémi Leblond, Jean-Baptiste Alayrac, Laurent Sifre, Miruna Pislar, Lespiau Jean-Baptiste, Ioannis Antonoglou, Karen Simonyan and Oriol Vinyals	Accept-Poster
Machine Learning for NLP	Natural Language Processing Meets Quantum Physics: A Survey and Categorization	Sixuan Wu, Jian Li, Peng Zhang and Yue Zhang	Accept-Poster
Machine Translation and Multilinguality	Language Clustering for Multilingual Named Entity Recognition	Kyle Shaffer	Accept-Findings
Machine Translation and Multilinguality	Mixup Decoding for Diverse Machine Translation	Jicheng Li, Pengzhi Gao, Xuanfu Wu, Yang Feng, Zhongjun He, Hua Wu and Haifeng Wang	Accept-Findings
Machine Translation and Multilinguality	Saliency-based Multi-View Mixed Language Training for Zero-shot Cross-lingual Classification	Siyu Lai, Hui Huang, Dong Jing, Yufeng Chen, Jinan Xu and Jian Liu	Accept-Findings
Machine Translation and Multilinguality	Stream-level Latency Evaluation for Simultaneous Machine Translation	Javier Iranzo-Sánchez, Jorge Civera Saiz and Alfons Juan	Accept-Findings
Machine Translation and Multilinguality	How Suitable Are Subword Segmentation Strategies for Translating Non-Concatenative Morphology?	Chantal Amrhein and Rico Sennrich	Accept-Findings
Machine Translation and Multilinguality	Efficient Test Time Adapter Ensembling for Low-resource Language Varieties	Xinyi Wang, Yulia Tsvetkov, Sebastian Ruder and Graham Neubig	Accept-Findings
Machine Translation and Multilinguality	An Analysis of Euclidean vs. Graph-Based Framing for Bilingual Lexicon Induction from Word Embedding Spaces	Kelly Marchisio, Youngser Park, Ali Saad-Eldin, Anton Alyakin, Kevin Duh, Carey Priebe and Philipp Koehn	Accept-Findings
Machine Translation and Multilinguality	Learning Hard Retrieval Decoder Attention for Transformers	Hongfei Xu, Qiuhui Liu, Josef van Genabith and Deyi Xiong	Accept-Findings
Machine Translation and Multilinguality	Discovering Representation Sprachbund For Multilingual Pre-Training	Yimin Fan, Yaobo Liang, Alexandre Muzio, Hany Hassan, Houqiang Li, Ming Zhou and Nan Duan	Accept-Findings
Machine Translation and Multilinguality	Exploiting Curriculum Learning in Unsupervised Neural Machine Translation	Jinliang Lu and Jiajun Zhang	Accept-Findings
Machine Translation and Multilinguality	Entity-level Cross-modal Learning Improves Multi-modal Machine Translation	Xin Huang, Jiajun Zhang and Chengqing Zong	Accept-Findings
Machine Translation and Multilinguality	Multilingual Neural Machine Translation: Can Linguistic Hierarchies Help?	Fahimeh Saleh, Wray Buntine, Gholamreza Haffari and Lan Du	Accept-Findings
Machine Translation and Multilinguality	Modeling Concentrated Cross-Attention for Neural Machine Translation with Gaussian Mixture Model	Shaolei Zhang and Yang Feng	Accept-Findings
Machine Translation and Multilinguality	Semantic Alignment with Calibrated Similarity for Multilingual Sentence Embedding	Jiyeon Ham and Eun-Sol Kim	Accept-Findings
Machine Translation and Multilinguality	Wine is not v i n. On the Compatibility of Tokenizations across Languages	Antonis Maronikolakis, Philipp Dufter and Hinrich Schütze	Accept-Findings
Machine Translation and Multilinguality	Competence-based Curriculum Learning for Multilingual Machine Translation	Mingliang Zhang, Fandong Meng, Yunhai Tong and Jie Zhou	Accept-Findings
Machine Translation and Multilinguality	Subword Mapping and Anchoring across Languages	Giorgos Vernikos and Andrei Popescu-Belis	Accept-Findings
Machine Translation and Multilinguality	Multilingual Translation via Grafting Pre-trained Language Models	Zewei Sun, Mingxuan Wang and Lei Li	Accept-Findings
Machine Translation and Multilinguality	Counter-Interference Adapter for Multilingual Machine Translation	Yaoming ZHU, Jiangtao Feng, Chengqi Zhao, Mingxuan Wang and Lei Li	Accept-Findings
Machine Translation and Multilinguality	On the Complementarity between Pre-Training and Back-Translation for Neural Machine Translation	Xuebo Liu, Longyue Wang, Derek F. Wong, Liang Ding, Lidia S. Chao, Shuming Shi and Zhaopeng Tu	Accept-Findings
Machine Translation and Multilinguality	Improving Multilingual Neural Machine Translation with Auxiliary Source Languages	Weijia Xu, Yuwei Yin, Shuming Ma, Dongdong Zhang and Haoyang Huang	Accept-Findings
Machine Translation and Multilinguality	Bandits Don't Follow Rules: Balancing Multi-Facet Machine Translation with Multi-Armed Bandits	Julia Kreutzer, David Vilar and Artem Sokolov	Accept-Findings
Machine Translation and Multilinguality	Sometimes We Want Ungrammatical Translations	Prasanna Parthasarathi, Koustuv Sinha, Joelle Pineau and Adina Williams	Accept-Findings
Machine Translation and Multilinguality	{T}ranslate & {F}ill: {I}mproving Zero-Shot Multilingual Semantic Parsing with Synthetic Data	Massimo Nicosia, Zhongdi Qu and Yasemin Altun	Accept-Findings
Machine Translation and Multilinguality	The Low-Resource Double Bind: An Empirical Study of Pruning for Low-Resource Machine Translation	Orevaoghene Ahia, Julia Kreutzer and Sara Hooker	Accept-Findings
Machine Translation and Multilinguality	Automatic Bilingual Markup Transfer	Thomas Zenkel, Joern Wuebker and John DeNero	Accept-Findings
Machine Translation and Multilinguality	Beyond Distillation: Task-level Mixture-of-Experts for Efficient Inference	Sneha Kudugunta, Yanping Huang, Ankur Bapna, Maxim Krikun, Dmitry Lepikhin, Minh-Thang Luong and Orhan Firat	Accept-Findings
Machine Translation and Multilinguality	Token-wise Curriculum Learning for Neural Machine Translation	Chen Liang, Haoming Jiang, Xiaodong Liu, Pengcheng He, Weizhu Chen, Jianfeng Gao and Tuo Zhao	Accept-Findings
Machine Translation and Multilinguality	Revisiting Robust Neural Machine Translation: A Transformer Case Study	Peyman Passban, Puneeth Saladi and Qun Liu	Accept-Findings
Machine Translation and Multilinguality	Using Optimal Transport as Alignment Objective for fine-tuning Multilingual Contextualized Embeddings	Sawsan Alqahtani, Garima Lalwani, Yi Zhang, Salvatore Romeo and Saab Mansour	Accept-Findings
Machine Translation and Multilinguality	Uncertainty-Aware Machine Translation Evaluation	Taisiya Glushkova, Chrysoula Zerva, Ricardo Rei and André F. T. Martins	Accept-Findings
Machine Translation and Multilinguality	Non-Parametric Unsupervised Domain Adaptation for Neural Machine Translation	Xin Zheng, Zhirui Zhang, Shujian Huang, Boxing Chen, Jun Xie, Weihua Luo and Jiajun Chen	Accept-Findings
Machine Translation and Multilinguality	Rethinking Zero-shot Neural Machine Translation: From a Perspective of Latent Variables	Weizhi Wang, Zhirui Zhang, Yichao Du, Boxing Chen, Jun Xie and Weihua Luo	Accept-Findings
